id,company,website,location,hall,stand,contact_person,email,phone,description,products,certifications,source_search_term,source_url,relevant_goals,relevant_departments,relevant_materials,priority_score,visit_priority,company_type,meeting_requested,meeting_scheduled,meeting_completed,meeting_notes,meeting_date,samples_requested,samples_received,brochures_collected,quotes_requested,why_relevant,strengths,weaknesses,potential_value,created_at,updated_at,logo,contact,notes,contact_persons,company_data_popup,profile_url,map_link,booth_details,products_detailed,certifications_detailed,relevance_status,relevance_score,must_visit,visit_day,visit_time_slot,physical_location,similarity_tags,marked_by,marked_at,category,where_they_present,claude_analysis,balena_value,strategic_importance,connection_type,confidence_score,key_factors,red_flags,department,goal_category,website_title,about_us,products_services,sustainability_info,contact_info,website_phones,meta_description,website_emails
1086,Symplast Kimya San. ve Tic. A.S.,,Hall 5 / F42,,,,,,,,,thermoplastic elastomer,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Symplast Kimya is a Turkish company that specializes in the production of biodegradable and bio-based polymers, which aligns with Balena's goals of developing sustainable and circular plastic solutions. They could be a potential supplier of materials or a partner in the development of Balena's BioCir® family of products.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Symplast Kimya is a Turkish company that specializes in the production of biodegradable and bio-based polymers, which aligns with Balena's goals of developing sustainable and circular plastic solutions. They could be a potential supplier of materials or a partner in the development of Balena's BioCir® family of products."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1087,Weber & Schaer GmbH & Co. KG,,Hall 6 / D07,,,,,,,,,thermoplastic elastomer,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Weber & Schaer is a leading manufacturer of biodegradable and compostable packaging solutions, which aligns with Balena's goals of developing sustainable and circular plastics. They could be a potential partner for Balena to explore collaborations on compostable and recyclable materials.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Weber & Schaer is a leading manufacturer of biodegradable and compostable packaging solutions, which aligns with Balena's goals of developing sustainable and circular plastics. They could be a potential partner for Balena to explore collaborations on compostable and recyclable materials."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1088,Addiplast Group S.A.S.,,Hall 5 / D04-16,,,,,,,,,thermoplastic elastomer,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Addiplast Group S.A.S. is a leading manufacturer of biodegradable and bio-based plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential partner for Balena to explore alternative materials and suppliers.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Addiplast Group S.A.S. is a leading manufacturer of biodegradable and bio-based plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential partner for Balena to explore alternative materials and suppliers."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1089,Axia Plastics LLC,,Hall 6 / E77,,,,,,,,,thermoplastic elastomer,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Axia Plastics LLC is a plastics company that specializes in sustainable and biodegradable materials, which aligns with Balena's goals of developing circular economy solutions and compostable plastics. They could be a potential partner for Balena's commercial and operations teams.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Axia Plastics LLC is a plastics company that specializes in sustainable and biodegradable materials, which aligns with Balena's goals of developing circular economy solutions and compostable plastics. They could be a potential partner for Balena's commercial and operations teams."", 'department': 'Commercial, Operations', 'category': 'Partners, Suppliers', 'score': 80}",,,,,,,"Commercial, Operations","Partners, Suppliers",,,,,,,,
1090,"Dongguan EKG Industrial Co.,Ltd",,"Hall 7, level 2 / G29",,,,,,,,,thermoplastic elastomer,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Dongguan EKG Industrial Co.,Ltd is a manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential supplier of bio-based materials and certified compostable products.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Dongguan EKG Industrial Co.,Ltd is a manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential supplier of bio-based materials and certified compostable products."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1091,"GREAT EASTERN RESINS INDUSTRIAL CO., LTD",,"Hall 7, level 1 / C51-01",,,,,,,,,thermoplastic elastomer,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"GREAT EASTERN RESINS INDUSTRIAL CO., LTD is a manufacturer of bio-based and biodegradable plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential supplier of bio-based materials and biodegradable plasticizers for Balena's R&D efforts.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""GREAT EASTERN RESINS INDUSTRIAL CO., LTD is a manufacturer of bio-based and biodegradable plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential supplier of bio-based materials and biodegradable plasticizers for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1092,BEGRA Granulate GmbH & Co. KG,https://www.begra.de/,Stand www.begra.de,,www.begra.de,,granulate@begra.de,+49 6848 7003-0,Visit the exhibitor on the following social networks,,,thermoplastic elastomer,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"BEGRA Granulate GmbH & Co. KG is a supplier of high-quality plastic granules, which could be a potential source of bio-based and biodegradable materials for Balena's BioCir® family of products. This aligns with Balena's goals of finding alternative suppliers and materials for their sustainable plastics solutions.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""BEGRA Granulate GmbH & Co. KG is a supplier of high-quality plastic granules, which could be a potential source of bio-based and biodegradable materials for Balena's BioCir® family of products. This aligns with Balena's goals of finding alternative suppliers and materials for their sustainable plastics solutions."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,PVC Granulat & Dryblends von BEGRA,,,"08
Okt.
-
15
Okt.
K Düsseldorf – 08.-15. Oktober 2025 – Stand Nr. 6E16 03
Dez.
-
06
Dez.
Plast Eurasia Istanbul – Halle 6, Stand Nr. 604D",,".
120.000 , +49 30 409049-0
, +49 6848 7003-0
",BEGRA produziert weltweit mit größter Flexibilität & Termintreue Hart- / Weich-PVC-Granulate & Dryblends für die weiterverarbeitende Industrie!,
1093,Envalior BV,,Hall 6 / B11,,,,,,,,,thermoplastic elastomer,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Envalior BV is a company that specializes in the development and production of sustainable and biodegradable materials, which aligns with Balena's goals of circular economy and sustainable plastics. They could be a potential partner for Balena in sourcing bio-based materials and certified compostable solutions.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=thermoplastic+elastomer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Envalior BV is a company that specializes in the development and production of sustainable and biodegradable materials, which aligns with Balena's goals of circular economy and sustainable plastics. They could be a potential partner for Balena in sourcing bio-based materials and certified compostable solutions."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1094,ASPEN GLOBAL SOLUTIONS SAS,https://www.advancebioplast.com/,Hall 5 / D04-18,,,,,,,,,PBAT,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"ASPEN GLOBAL SOLUTIONS SAS is a provider of sustainable materials and recycling solutions, which aligns with Balena's goals of developing biodegradable and bio-based thermoplastic elastomers for the circular economy. They could potentially be a valuable supplier or partner for Balena's operations and R&D efforts.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""ASPEN GLOBAL SOLUTIONS SAS is a provider of sustainable materials and recycling solutions, which aligns with Balena's goals of developing biodegradable and bio-based thermoplastic elastomers for the circular economy. They could potentially be a valuable supplier or partner for Balena's operations and R&D efforts."", 'department': 'Operations, R&D', 'category': 'Suppliers, Materials', 'score': 80}",,,,,,,"Operations, R&D","Suppliers, Materials",Home - A BioPlastic Company - Bioplastic products,,,,"525, Avior, Nirmal Galaxy,LBS Marg,
Mulund-West,Mumbai,India-400080
(+91)-22-25909001
+91 - 9372469514
info@advancebioplast.com 525, Avior, Nirmal Galaxy,LBS Marg,
Mulund-West,Mumbai,India-400080"," 8591996318 ,  9137907716 ,  9372469514
",,info@advancebioplast.com
1095,Plastika Kritis S.A. Global Colors Group,,Hall 8a / G41,,,,,,,,,PBAT,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Plastika Kritis S.A. Global Colors Group is a global leader in the production of color masterbatches, compounds, and specialty plastics. As Balena is developing biodegradable and bio-based thermoplastic elastomers, this company could be a valuable partner in sourcing sustainable materials and exploring new formulations.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': 'Plastika Kritis S.A. Global Colors Group is a global leader in the production of color masterbatches, compounds, and specialty plastics. As Balena is developing biodegradable and bio-based thermoplastic elastomers, this company could be a valuable partner in sourcing sustainable materials and exploring new formulations.', 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1096,Rajiv Plastics Pvt. Ltd.,,Hall 8b / E35,,,,,,,,,PBAT,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Rajiv Plastics Pvt. Ltd. is a plastics company that could be a potential partner for Balena's commercial and operations goals. They may have expertise in alternative materials, recycling, or composting that could be beneficial for Balena's sustainable plastic solutions.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Rajiv Plastics Pvt. Ltd. is a plastics company that could be a potential partner for Balena's commercial and operations goals. They may have expertise in alternative materials, recycling, or composting that could be beneficial for Balena's sustainable plastic solutions."", 'department': 'Commercial, Operations', 'category': 'Partners, Suppliers', 'score': 80}",,,,,,,"Commercial, Operations","Partners, Suppliers",,,,,,,,
1097,"Shandong Ruian Biotechnology Co., Ltd.",,Hall 8b / D11-02,,,,,,,,,PBAT,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Shandong Ruian Biotechnology Co., Ltd. is a company that specializes in the development and production of bio-based and biodegradable materials, which aligns with Balena's goals of circular economy and sustainable plastics. They could be a potential supplier of bio-based materials and biodegradable plasticizers for Balena's product development.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Shandong Ruian Biotechnology Co., Ltd. is a company that specializes in the development and production of bio-based and biodegradable materials, which aligns with Balena's goals of circular economy and sustainable plastics. They could be a potential supplier of bio-based materials and biodegradable plasticizers for Balena's product development."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1098,ADVANCE BIO MATERIAL CO PVT LTD,https://www.advancebioplast.com/,"Hall 7, level 2 / E10",,,,,,,,,PBAT,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"ADVANCE BIO MATERIAL CO PVT LTD is a company that develops and manufactures bio-based and biodegradable materials, which aligns with Balena's goals of circular economy and sustainable plastics. They could be a potential supplier of bio-based materials and biodegradable plasticizers for Balena's R&D efforts.",,,,2025-09-04 06:08:55.025056,2025-09-04 06:08:55.025056,,,,,,https://www.k-online.com/vis/v1/en/search?_query=PBAT&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""ADVANCE BIO MATERIAL CO PVT LTD is a company that develops and manufactures bio-based and biodegradable materials, which aligns with Balena's goals of circular economy and sustainable plastics. They could be a potential supplier of bio-based materials and biodegradable plasticizers for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,Home - A BioPlastic Company - Bioplastic products,,,,"525, Avior, Nirmal Galaxy,LBS Marg,
Mulund-West,Mumbai,India-400080
(+91)-22-25909001
+91 - 9372469514
info@advancebioplast.com 525, Avior, Nirmal Galaxy,LBS Marg,
Mulund-West,Mumbai,India-400080","+91)-22-25909001
, +91 - 9372469514
",,info@advancebioplast.com
